region,name,loc,genre,star,difficulty,type,activeness,avail_people_lists[1],avail_people_lists[2],avail_people_lists[3],avail_people_lists[4],,,type,
경기(기타),이상한 나라의 초대,체셔캣 방탈출카페,판타지,1.9,3,2,1,2 people,,,,,,,
경기(기타),사만다의 방,두잇 이스케이프,19금,2.3,5,1,1,2 people,,,,,,,
경기(기타),골드 마인,루트 이스케이프 안산점,모험,3,4,1,1,2 people,,,,,,,
경기(기타),빛과 그림자 : 화이트의죽음2,셜록홈즈 분당야탑점,추리,2.4,3,2,1,2 people,3 people,,,,,,
경기(기타),피아노,제로월드 김포점,드라마,3.2,3,1,1,2 people,3 people,,,,,,
경기(기타),피노키오 대탈출,제로월드 서현점,판타지,2.7,2,3,1,2 people,3 people,,,,,,
경기(기타),혼 : 원혼의 저주,셜록홈즈 평택점,공포,2.8,4,2,1,2 people,3 people,4 people,,,,,
경기(기타),사라진 여인,루트 이스케이프 안산점,스릴러,2.7,3,1,1,2 people,,,,,,,
경기(기타),놀부 살인사건,리버스 이스케이프,추리,2.8,4,1,1,2 people,3 people,4 people,,,,,
경기(기타),파라오의 비밀,두잇 이스케이프,판타지,2.5,2,1,2,2 people,,,,,,,
경기(기타),The Last Gamble,ESC 평택점,범죄,2.6,3,1,1,2 people,3 people,,,,,,
경기(기타),반짝반짝,룸즈에이 의정부점,잠입,3.4,4,2,2,2 people,3 people,4 people,,,,,
경기(기타),평범한 하루,넥스트에디션 분당서현점,?,4,5,1,2,2 people,3 people,,,,,,
경기(기타),미스테리 연구소,트릭 이스케이프,잠입,3.1,3,1,1,2 people,,,,,,,
경기(기타),반 고흐의 방,레전드 이스케이프 이천점,모험,1,1,2,2,2 people,,,,,,,
경기(기타),무속인 살인사건,셜록홈즈 구리점,추리,2.9,4,1,2,3 people,4 people,,,,,,
경기(기타),MSI 미제사건 전담반,마스터키 평택점,추리,3.2,2,1,2,2 people,3 people,,,,,,
경기(기타),안개꽃,코마 이스케이프 의정부점,드라마,3.1,3,2,1,2 people,3 people,,,,,,
경기(기타),말콤 앤 매리언 : 언더커버 미션,꿈소풍 안산1호점,잠입,3.9,4,1,3,2 people,3 people,4 people,,,,,
경기(기타),호텔 : 사라진 다이아몬드,레전드 이스케이프 이천점,추리,1,3,2,1,2 people,3 people,,,,,,
경기(기타),추적자 : 그 남자의 방,두잇 이스케이프,스릴러,2.3,2,1,1,2 people,,,,,,,
경기(기타),시간전당포,마스터키 평택점,드라마,3.3,5,3,1,2 people,3 people,4 people,,,,,
경기(기타),검은 조직,도어 이스케이프 안산점,범죄,2.8,4,2,3,2 people,3 people,4 people,,,,,
경기(기타),수상한 병원,ESC 평택점,스릴러,2.1,5,1,1,2 people,3 people,,,,,,
경기(기타),나홀로집에,무비 이스케이프 동탄점,범죄,2.9,3,1,1,2 people,,,,,,,
경기(기타),호구와트,트릭 이스케이프,판타지,2.8,3,1,1,2 people,,,,,,,
경기(기타),거짓말,셜록홈즈 동탄점,감성,3.3,3,2,2,2 people,3 people,4 people,,,,,
경기(기타),우가우가,마스터키 동탄프라임점,판타지,3.4,3,2,1,2 people,3 people,4 people,,,,,
경기(기타),타로78,꿈소풍 안산1호점,?,3.5,3,1,1,2 people,,,,,,,
경기(기타),해커:The code breaker,두잇 이스케이프 2호점,범죄,3.3,4,1,1,2 people,,,,,,,
경기(기타),찰리와 초콜릿 공장,무비 이스케이프 동탄점,판타지,3.2,5,2,2,2 people,3 people,4 people,,,,,
경기(기타),흉가,EXIT(엑시트),스릴러,1.8,3,1,1,2 people,,,,,,,
경기(기타),기억상실,제로월드 서현점,추리,2.8,3,1,1,2 people,3 people,,,,,,
경기(기타),뽀득뽀득,룸즈에이 의정부점,코미디,3.7,3,2,1,2 people,3 people,,,,,,
경기(기타),해리포터의 모험: 마법모자의 위기,제로월드 서현점,판타지,3,2,3,2,2 people,3 people,,,,,,
경기(기타),마법사의 세계,체셔캣 방탈출카페,판타지,1.8,3,2,1,2 people,3 people,,,,,,
경기(기타),종이왕국,마스터키 동탄프라임점,판타지,3.1,2,2,1,2 people,3 people,4 people,,,,,
경기(기타),디아더스,루트 이스케이프 안산점,스릴러,2.6,4,1,1,2 people,,,,,,,
경기(기타),증발 : 그여자의방,시그널헌터 동탄점,추리,2.4,3,1,1,2 people,,,,,,,
경기(기타),귀곡성,도어 이스케이프 안산점,공포,2.7,4,1,1,2 people,,,,,,,
경기(기타),페이소스,마스터키 동탄프라임점,드라마,3.6,4,1,1,2 people,3 people,4 people,,,,,
경기(기타),도둑들,셜록홈즈 평택점,잠입,2.6,4,2,1,2 people,3 people,4 people,,,,,
경기(기타),대탈출2,마스터키 평택점,액션,3,3,1,3,2 people,3 people,,,,,,
경기(기타),혼 : 원혼의 저주,레전드 이스케이프 이천점,공포,2,3,2,1,2 people,3 people,,,,,,
경기(기타),스토커,EXIT 방탈출카페,스릴러,2.8,3,1,1,2 people,,,,,,,
경기(기타),테마명을 뭐로할지 못정하겠어요ㅠㅠ,넥스트에디션 분당서현점,?,3.4,4,1,1,2 people,3 people,4 people,,,,,
경기(기타),인스톨,마스터키 동탄프라임점,SF,3.7,4,1,1,2 people,3 people,4 people,,,,,
경기(기타),호그와트 마법시험,리버스 이스케이프,판타지,2.7,2,2,1,2 people,3 people,4 people,,,,,
경기(기타),미녀와 야수,셜록홈즈 평택점,판타지,3.5,1,1,2,2 people,,,,,,,
경기(기타),성역전설,제로월드 김포점,판타지,3.5,3,3,3,2 people,3 people,,,,,,
경기(기타),마법사의 세계,레전드 이스케이프 이천점,판타지,5,3,2,1,2 people,3 people,,,,,,
경기(기타),새벽탈출,EXIT 방탈출카페,감성,3.1,1,2,1,2 people,,,,,,,
경기(기타),미친 의사,도어 이스케이프 안산점,스릴러,2.7,4,1,3,2 people,3 people,4 people,,,,,
경기(기타),사건파일,루트 이스케이프 안산점,범죄,2.8,4,1,1,2 people,,,,,,,
경기(기타),던전을 부탁해,셜록홈즈 동탄점,아케이드,2.7,3,2,1,2 people,3 people,,,,,,
경기(기타),짠해,넥스트에디션 분당서현점,감성,3.1,3,1,1,2 people,3 people,4 people,,,,,
경기(기타),이터널 선샤인,제로월드 서현점,로맨스,2.8,2,3,1,2 people,,,,,,,
경기(기타),X-File,시그널헌터 동탄점,잠입,2.4,4,1,1,2 people,3 people,,,,,,
경기(기타),혼 : 원혼의 저주,셜록홈즈 분당야탑점,공포,2.4,3,3,1,2 people,3 people,,,,,,
경기(기타),이상한 나라의 초대,놀러와방탈출,판타지,2.1,3,2,1,2 people,,,,,,,
경기(기타),빛과 그림자,체셔캣 방탈출카페,추리,2.2,3,2,1,2 people,3 people,,,,,,
경기(기타),프로젝트:노아,셜록홈즈 의정부점,SF,2.9,3,1,1,2 people,3 people,,,,,,
경기(기타),방탈소년단,두잇 이스케이프,코미디,3.2,4,1,1,2 people,3 people,4 people,,,,,
경기(기타),타임키퍼,룸즈에이 의정부점,판타지,3.2,4,2,1,2 people,3 people,,,,,,
경기(기타),마녀의 저주,도어 이스케이프 안산점,판타지,2.6,4,1,3,2 people,3 people,4 people,,,,,
경기(기타),게인 타임,코마 이스케이프 의정부점,SF,3.2,3,2,1,2 people,3 people,,,,,,
경기(기타),시크릿 에이전트,코마 이스케이프 의정부점,잠입,3.6,4,2,1,3 people,4 people,,,,,,
경기(기타),바디스네처,루트 이스케이프 평택점,공포,3,3,1,1,2 people,3 people,,,,,,
경기(기타),도둑들 2,EXIT 방탈출카페,범죄,2.9,1,1,1,2 people,,,,,,,
경기(기타),sign (사인),레전드 이스케이프 서현점,스릴러,2.7,4,2,1,2 people,3 people,,,,,,
경기(기타),어느 겨울밤,제로월드 김포점,판타지,3.6,3,3,1,2 people,3 people,4 people,,,,,
경기(기타),체르노빌,놀러와방탈출,스릴러,2,3,1,1,2 people,,,,,,,
경기(기타),데이드림,에피소드 방탈출,감성,2.5,2,2,1,2 people,3 people,,,,,,
경기(기타),미녀와 야수,셜록홈즈 의정부점,판타지,2.5,1,1,1,2 people,,,,,,,
경기(기타),호텔 : 사라진 다이아몬드,셜록홈즈 구리점,추리,2.6,3,2,1,2 people,3 people,,,,,,
경기(기타),춘향전,무비 이스케이프 동탄점,로맨스,2.6,3,1,1,2 people,3 people,,,,,,
경기(기타),실종#035,리버스 이스케이프,공포,1.9,3,2,1,2 people,3 people,,,,,,
경기(기타),뱀파이어의 저주,트릭 이스케이프,추리,2.5,1,1,1,2 people,,,,,,,
경기(기타),혼 : 원혼의 저주,셜록홈즈 구리점,공포,2.4,4,2,1,2 people,3 people,4 people,,,,,
경기(기타),너에게 가는 길,넥스트에디션 분당서현점,모험,3.2,2,2,3,2 people,3 people,,,,,,
경기(기타),쌩얼,마스터키 평택점,로맨스,3.1,2,1,1,2 people,3 people,,,,,,
경기(기타),빅뱅,도어 이스케이프 안산점,SF,2.7,5,1,3,3 people,4 people,,,,,,
경기(기타),할머니는 마법사,체셔캣 방탈출카페,판타지,2,2,2,1,2 people,3 people,,,,,,
경기(기타),집으로,마스터키 평택점,스릴러,3.3,2,1,2,2 people,,,,,,,
경기(기타),두근두근 : 우리 사랑할래요?,레전드 이스케이프 서현점,로맨스,2.7,3,2,1,2 people,3 people,,,,,,
경기(기타),파라오의 석실,도어 이스케이프 안산점,모험,2.7,3,1,3,2 people,3 people,4 people,,,,,
경기(기타),미녀와 야수2,위드 방탈출 동두천점,추리,2.7,4,1,1,2 people,3 people,,,,,,
경기(기타),마법사의 세계,놀러와방탈출,판타지,2.2,3,2,1,2 people,3 people,,,,,,
경기(기타),Happening (해프닝),레전드 이스케이프 서현점,공포,2.6,3,2,1,2 people,3 people,4 people,,,,,
경기(기타),감옥,EXIT(엑시트),범죄,1.9,2,1,1,2 people,,,,,,,
경기(기타),그림브라더의 잔혹동화,ESC 평택점,스릴러,2.4,3,1,1,2 people,3 people,,,,,,
경기(기타),지옥의 배달부,셜록홈즈 동탄점,코미디,2.9,3,2,2,2 people,,,,,,,
경기(기타),냉동창고,EXIT(엑시트),범죄,1.9,3,3,1,2 people,,,,,,,
경기(기타),반 고흐의 방,셜록홈즈 평택점,모험,2.7,1,2,2,2 people,,,,,,,
경기(기타),말콤 앤 매리언 : 기프트 게임,꿈소풍 2호점,잠입,4,5,2,1,2 people,4 people,,,,,,
경기(기타),코코,무비이스케이프 동탄 남광장점,판타지,3.4,4,1,1,2 people,3 people,,,,,,
경기(기타),셜록홈즈,놀러와방탈출,추리,1.7,3,1,1,2 people,,,,,,,
경기(기타),빛과 그림자 : 화이트의 죽음2,셜록홈즈 의정부점,추리,2.7,3,2,1,2 people,3 people,,,,,,
경기(기타),수상한 미술관,루트 이스케이프 안산점,잠입,2.9,3,1,1,2 people,,,,,,,
경기(기타),DOCTOR Z;ombie,시그널헌터 동탄점,스릴러,2.4,3,1,1,2 people,,,,,,,
경기(기타),미녀와 야수,레전드 이스케이프 이천점,판타지,0,1,1,2,2 people,,,,,,,
경기(기타),복희네 사진관,제로월드 김포점,드라마,3.4,3,2,1,2 people,3 people,,,,,,
경기(기타),몬스터 하우스,무비 이스케이프 동탄점,미스테리,3.2,3,1,1,2 people,3 people,4 people,,,,,
경기(기타),Who Are You,EXIT 방탈출카페,추리,2.9,3,1,1,2 people,3 people,,,,,,
경기(기타),화이트의 죽음,놀러와방탈출,추리,2,4,2,1,2 people,3 people,4 people,,,,,
경기(기타),프로젝트:노아,셜록홈즈 분당야탑점,SF,2.3,3,1,1,2 people,3 people,,,,,,
경기(기타),노량진 고시생의 사랑-여자편,셜록홈즈 의정부점,감성,3.2,4,2,1,2 people,3 people,,,,,,
경기(기타),나를 찾아줘,루트 이스케이프 평택점,드라마,3.1,3,1,1,2 people,3 people,,,,,,
경기(기타),익명의 여자,넥스트에디션 분당서현점,드라마,2.9,2,1,1,2 people,3 people,4 people,,,,,
경기(기타),호텔 : 사라진 다이아몬드,셜록홈즈 의정부점,추리,3,3,2,1,2 people,3 people,,,,,,
경기(기타),피노키오 대탈출,제로월드 김포점,판타지,3.4,2,3,1,2 people,3 people,,,,,,
경기(기타),안산 코노,꿈소풍 안산1호점,공포,3.7,2,2,1,2 people,3 people,,,,,,
경기(기타),인형괴담,제로월드 김포점,공포,4.1,3,2,2,2 people,3 people,,,,,,
경기(기타),좀비여친,셜록홈즈 동탄점,SF,2.7,3,1,1,2 people,,,,,,,
경기(기타),마피아,트릭 이스케이프,범죄,3.2,3,1,1,2 people,3 people,,,,,,
경기(기타),탈옥 : 특별수용소,제로월드 김포점,스릴러,3.9,4,2,2,3 people,4 people,5 people or more,,,,,
경기(기타),해리포터의 모험: 마법모자의 위기,제로월드 김포점,판타지,3.3,2,3,2,2 people,3 people,,,,,,
경기(기타),호텔 : 사라진 다이아몬드,셜록홈즈 동탄점,추리,2.7,3,1,2,2 people,3 people,,,,,,
경기(기타),검은집,제로월드 서현점,공포,3.5,3,3,1,2 people,3 people,,,,,,
경기(기타),루이지,루트이스케이프 평택점,?,3.3,3,1,1,2 people,3 people,,,,,,
경기(기타),감옥탈출,트릭 이스케이프,범죄,3,3,1,1,2 people,,,,,,,
경기(기타),꿈꾸는 앨리스,꿈소풍 안산1호점,판타지,3.8,3,2,1,2 people,3 people,4 people,,,,,
경기(기타),제발 살아있으라,레전드 이스케이프 서현점,액션,3.1,2,1,1,2 people,3 people,,,,,,
경기(기타),제로호텔,제로월드 김포점,스릴러,3.8,4,3,1,2 people,3 people,4 people,,,,,
경기(기타),이상한 돈가스,룸즈에이 의정부점,코미디,3.3,3,2,2,2 people,3 people,,,,,,
경기(기타),반 고흐의 방,위드 방탈출 동두천점,모험,2.2,1,2,2,2 people,,,,,,,
경기(기타),미녀와 야수,셜록홈즈 구리점,판타지,2.7,1,1,2,2 people,,,,,,,
경기(기타),럭키가이,에피소드 방탈출,코미디,2.9,3,1,1,2 people,3 people,,,,,,
경기(기타),무속인 살인사건,셜록홈즈 분당야탑점,추리,2.2,4,1,2,3 people,4 people,,,,,,
경기(기타),지옥의 배달부,셜록홈즈 평택점,코미디,3.5,3,2,2,2 people,,,,,,,
경기(기타),인생극장,시그널헌터 동탄점,감성,3.1,4,1,2,2 people,3 people,4 people,,,,,
경기(기타),몽중몽,넥스트에디션 분당서현점,스릴러,3.8,3,1,1,2 people,3 people,4 people,,,,,
경기(기타),바이러스,EXIT 방탈출카페,미스테리,2.9,3,1,1,2 people,3 people,,,,,,
경기(기타),비밀갤러리 생일파티,두잇 이스케이프 2호점,판타지,3,3,1,1,2 people,3 people,,,,,,
경기(기타),낭랑카페,룸즈에이 의정부점,감성,3.4,2,2,1,2 people,3 people,,,,,,
경기(기타),귀신이 산다,셜록홈즈 동탄점,공포,3.3,4,2,1,2 people,3 people,4 people,,,,,
경기(기타),이레이저,에피소드 방탈출,감성,2.5,3,1,1,2 people,3 people,,,,,,
경기(기타),사귀,마스터키 평택점,공포,3.1,4,3,1,2 people,3 people,4 people,,,,,
경기(기타),ZOMBIE ATTACK,두잇 이스케이프,스릴러,2.5,3,1,1,2 people,,,,,,,
경기(기타),보헤미아 왕국의 스캔들,위드 방탈출 동두천점,범죄,2.7,3,2,1,2 people,3 people,,,,,,
경기(기타),소녀괴담,에피소드 방탈출,공포,2.9,3,2,1,2 people,3 people,4 people,,,,,
경기(기타),헨젤과 그레텔,ESC 평택점,모험,2.3,3,1,1,2 people,3 people,,,,,,
경기(기타),도둑들,위드 방탈출 동두천점,잠입,2,4,2,1,2 people,3 people,4 people,,,,,
경기(기타),혼 : 원혼의 저주,위드 방탈출 동두천점,공포,0,4,2,1,2 people,3 people,4 people,,,,,
경기(기타),Dead Number,ESC 평택점,스릴러,2.5,3,1,1,2 people,3 people,,,,,,
경기(기타),반 고흐의 방,셜록홈즈 구리점,모험,1.8,1,2,2,2 people,,,,,,,
경기(기타),The Mummy,시그널헌터 동탄점,판타지,2.6,3,1,1,2 people,,,,,,,
경기(기타),검은사원,제로월드 김포점,스릴러,3.4,3,3,2,2 people,3 people,,,,,,
인천,이상,넥스트에디션 부평점,추리,3.3,3,1,1,2 people,3 people,,,,,,
인천,SHIT,넥스트에디션 부평점,코미디,3.4,1,1,2,2 people,3 people,,,,,,
인천,미녀와 야수,리멤버 방탈출카페 부평점,판타지,2.8,3,2,1,2 people,3 people,4 people,,,,,
인천,인바이트,둠 이스케이프 2호점,?,4.1,4,2,2,2 people,3 people,4 people,,,,,
인천,반 고흐의 방,리즌 방탈출,모험,2.2,1,2,2,2 people,,,,,,,
인천,납치,코드케이 구월점,스릴러,3.1,2,1,1,2 people,,,,,,,
인천,신데렐라,큐브 이스케이프 인천구월점,판타지,2.5,3,1,1,2 people,,,,,,,
인천,빨간 구두-어느 소녀의 밀실,문제적 도둑,판타지,2.8,4,1,1,2 people,3 people,4 people,,,,,
인천,인앤아웃,둠 이스케이프,?,3.9,4,2,1,2 people,3 people,4 people,,,,,
인천,수상한 형제들,셜록홈즈 부평점,범죄,2.7,2,1,1,2 people,,,,,,,
인천,죄,둠 이스케이프 2호점,스릴러,4.1,4,2,3,2 people,3 people,4 people,,,,,
인천,혼 : 원혼의 저주,셜록홈즈 부평점,공포,2.7,4,2,1,2 people,3 people,4 people,,,,,
인천,프리즌 브레이크 : 1508,이스케이프탑 인천점,범죄,2.6,3,1,2,2 people,3 people,,,,,,
인천,도둑들,방탈출고,추리,2.4,4,2,1,2 people,3 people,4 people,,,,,
인천,빛과 그림자,리즌 방탈출,추리,2.9,3,2,1,2 people,3 people,,,,,,
인천,좀비여친,셜록홈즈 구월인천점,SF,2.7,3,1,1,2 people,,,,,,,
인천,옥탑방 신사,리멤버 방탈출카페 부평점,감성,3.6,4,2,1,2 people,3 people,4 people,,,,,
인천,오즈의 마법사 II - 인 투더 드림,문제적 도둑,판타지,2.7,3,1,1,2 people,3 people,4 people,,,,,
인천,지하감옥,셜록홈즈 부평점,스릴러,2.6,4,1,2,2 people,3 people,4 people,,,,,
인천,거울나라의 앨리스 - 여왕의 희생,문제적 도둑,판타지,2.5,4,1,1,2 people,3 people,4 people,,,,,
인천,호텔 : 사라진 다이아몬드,셜록홈즈 구월인천점,추리,2.5,3,2,1,2 people,3 people,,,,,,
인천,해리포터와 마법사의 돌 2,리멤버 방탈출카페 부평점,판타지,3.5,4,2,1,2 people,3 people,,,,,,
인천,REC,어메이즈드 부평2호점,공포,4,4,3,2,2 people,3 people,,,,,,
인천,운명,둠 이스케이프 2호점,로맨스,4.1,4,2,1,2 people,3 people,4 people,,,,,
인천,이상한 나라의 초대,셜록홈즈 부평점,판타지,2.6,3,2,1,2 people,,,,,,,
인천,프로젝트:노아,셜록홈즈 부평점,SF,2.6,3,1,1,2 people,3 people,,,,,,
인천,집착,큐브 이스케이프 인천구월점,스릴러,2.6,3,1,1,2 people,,,,,,,
인천,디스토피아,둠 이스케이프 2호점,공포,4.3,4,1,2,2 people,3 people,,,,,,
인천,파란지붕집,셜록홈즈 구월인천점,스릴러,3.1,3,1,1,2 people,3 people,,,,,,
인천,타워링,큐브 이스케이프 인천구월점,스릴러,2.5,2,1,1,2 people,3 people,,,,,,
인천,기담정,둠 이스케이프,감성,4.1,4,2,2,2 people,3 people,4 people,,,,,
인천,이탈리안잡,어메이즈드 부평2호점,잠입,4.2,4,3,3,2 people,,,,,,,
인천,REDEVIL,리멤버 방탈출카페 부평점,공포,3,3,2,3,2 people,3 people,,,,,,
인천,디스맨,넥스트에디션 부평점,드라마,4.2,5,1,2,3 people,4 people,,,,,,
인천,Rendering,둠 이스케이프,추리,4,5,2,1,2 people,3 people,4 people,,,,,
인천,크라임씬,리즌 방탈출,범죄,2,3,2,1,2 people,3 people,,,,,,
인천,미녀와 야수,방탈출고,판타지,2,1,1,2,2 people,,,,,,,
인천,마법사의 세계,방탈출고,판타지,2.2,3,2,1,2 people,,,,,,,
인천,미스터리 거울의 방,코드케이 구월점,공포,3.4,4,2,2,2 people,3 people,4 people,,,,,
인천,장기밀매,큐브 이스케이프 인천구월점,스릴러,2.4,3,2,1,2 people,3 people,,,,,,
인천,미션 임파서블 : 폭탄 제거,이스케이프탑 인천점,범죄,2.1,2,1,1,2 people,,,,,,,
인천,던전을 부탁해,셜록홈즈 구월인천점,아케이드,2.6,3,2,1,2 people,3 people,,,,,,
인천,호텔 : 기억조각,리멤버 방탈출카페 부평점,스릴러,2.9,4,2,1,2 people,3 people,4 people,,,,,
인천,후크 II - 시크릿 다이어리,문제적 도둑,모험,2.6,4,1,1,2 people,3 people,4 people,,,,,
인천,위험한 레시피,리즌 방탈출,스릴러,2.2,5,1,2,2 people,3 people,4 people,,,,,
인천,404호 살인사건,서울 이스케이프 룸 부평점,추리,3.4,4,1,1,3 people,4 people,,,,,,
인천,나쁜놈 나쁜놈 나쁜놈,셜록홈즈 부평점,범죄,3.1,4,2,1,3 people,,,,,,,
인천,좀비 90일 후,코드케이 구월점,추리,3.1,1,1,1,2 people,,,,,,,
인천,알카트라즈 지하감옥,서울 이스케이프 룸 부평점,범죄,3.7,3,3,3,2 people,3 people,4 people,,,,,
인천,대저택의 비밀,둠 이스케이프,미스테리,3.1,3,2,1,2 people,3 people,,,,,,
인천,마주보다,셜록홈즈 부평점,감성,2.9,3,1,1,2 people,3 people,,,,,,
인천,저주받은 집,방탈출고,스릴러,2.5,4,1,1,2 people,3 people,,,,,,
인천,알라딘의 요술램프 II - 최후의 동굴 조사단,문제적 도둑,모험,2.4,3,1,1,2 people,3 people,4 people,,,,,
인천,THE TERROR,둠 이스케이프,범죄,3,2,1,1,2 people,3 people,,,,,,
인천,소울리스(Soulless),넥스트에디션 부평점,드라마,3.3,3,1,2,2 people,3 people,,,,,,
인천,유러피안 스파이,서울 이스케이프 룸 부평점,잠입,3.2,3,1,1,2 people,3 people,4 people,,,,,
인천,여고괴담 : 과학실 살인사건,이스케이프탑 인천점,스릴러,1.5,3,2,3,2 people,,,,,,,
인천,캐리비안의 해적 : 저주받은 해적선,이스케이프탑 인천점,모험,2.2,4,1,1,2 people,3 people,,,,,,
인천,로렌시아,넥스트에디션 부평점,판타지,3.7,5,2,2,3 people,4 people,,,,,,
인천,해리포터와 마법사의 돌 1,리멤버 방탈출카페 부평점,판타지,3.4,3,2,2,2 people,3 people,4 people,,,,,
인천,타이타닉,큐브 이스케이프 인천구월점,역사,2.4,3,1,1,2 people,3 people,,,,,,
인천,회장님의 서재,서울 이스케이프 룸 부평점,잠입,3.3,3,1,1,2 people,3 people,4 people,,,,,
인천,지옥의 라이더,셜록홈즈 구월인천점,코미디,2.6,3,2,2,2 people,3 people,,,,,,
인천,배틀쉽,넥스트에디션 부평점,SF,3.4,3,1,1,2 people,3 people,4 people,,,,,
인천,암살,방탈출고,잠입,1.9,4,1,1,2 people,,,,,,,
인천,죽음을 부르는 재즈바,서울 이스케이프 룸 부평점,스릴러,3.8,4,3,1,2 people,3 people,,,,,,
인천,하시마,어메이즈드 부평2호점,역사,4.3,4,3,3,2 people,3 people,,,,,,
인천,사라민,셜록홈즈 구월인천점,드라마,2.7,4,2,1,2 people,3 people,4 people,,,,,
인천,해리포터 : 마법사의 방,이스케이프탑 인천점,판타지,2.1,3,1,1,2 people,,,,,,,
인천,충무공 이순신,코드케이 구월점,역사,3.3,3,2,2,2 people,3 people,,,,,,
인천,킹스맨 : 요원의 자격,이스케이프탑 인천점,잠입,2.9,3,2,1,2 people,,,,,,,
인천,전기톱 살인사건,리즌 방탈출,추리,2.8,1,1,1,2 people,,,,,,,
인천,감옥탈출,코드케이 구월점,범죄,2.8,3,2,1,2 people,3 people,,,,,,
대전,캐리비안의 해적 : 저주받은 해적선,이스케이프탑 대전점,모험,2.5,4,1,1,2 people,3 people,,,,,,
대전,스페이스 워페어,더큐이스케이프 대전점,SF,3.4,3,2,1,2 people,3 people,,,,,,
대전,헨젤과 그레텔,ESC 대전둔산점,모험,2.4,4,2,1,2 people,3 people,4 people,,,,,
대전,할머니는 마법사,방탈출 추리존,판타지,2.9,2,2,1,2 people,3 people,,,,,,
대전,로스트 원더랜드,더큐 이스케이프 대전점,공포,3.2,3,2,1,2 people,3 people,,,,,,
대전,수상한 병원,ESC 대전둔산점,스릴러,2.5,5,1,1,2 people,3 people,,,,,,
대전,Dead Number,ESC 대전둔산점,스릴러,2.9,2,1,1,2 people,3 people,,,,,,
대전,히어로 아카데미,룸즈에이 대전은행점,액션,3.2,3,2,1,2 people,3 people,,,,,,
대전,꽃길,디코드 대전점,로맨스,3.1,3,2,1,2 people,,,,,,,
대전,킹스맨 : 요원의 자격,이스케이프탑 대전점,잠입,2.3,3,2,1,2 people,,,,,,,
대전,그 살인자의 집,고스트키,스릴러,1.5,3,1,1,2 people,,,,,,,
대전,대탈출2,마스터키 은행점,액션,3,3,1,3,2 people,3 people,,,,,,
대전,화이트룸,마스터키 궁동점,감성,3.4,5,1,1,2 people,3 people,4 people,,,,,
대전,투란의 독방,ESC 대전둔산점,범죄,2.8,3,1,1,2 people,3 people,,,,,,
대전,여고괴담 : 과학실 살인사건,이스케이프탑 대전점,스릴러,2.3,3,1,3,2 people,,,,,,,
대전,학교,고스트키,추리,1.8,3,1,1,2 people,,,,,,,
대전,와일드웨스트(보안관모드),브레인게임존 궁동점,잠입,2.7,3,2,2,2 people,,,,,,,
대전,재심,마스터키 궁동점,추리,3.3,3,1,1,2 people,3 people,,,,,,
대전,카타콤,큐브 이스케이프 대전둔산점,추리,2.5,3,1,1,2 people,3 people,4 people,,,,,
대전,신의 여인들,룸즈에이 대전둔산점,추리,3.3,3,1,1,2 people,3 people,,,,,,
대전,테러 인 더 스카이,더큐이스케이프 대전점,액션,3.2,4,2,1,3 people,4 people,,,,,,
대전,미대교수의 비밀,방탈출 추리존,추리,2.4,3,1,1,2 people,,,,,,,
대전,뜻밖의 여행,룸즈에이 대전둔산점,모험,3.4,3,1,1,2 people,3 people,,,,,,
대전,위험한 레시피,방탈출 추리존,스릴러,2.6,5,1,2,2 people,3 people,4 people,,,,,
대전,미션 임파서블 : 비밀 임무,이스케이프탑 대전점,범죄,2.6,2,1,1,2 people,,,,,,,
대전,스토커,방탈출 추리존,스릴러,2.7,3,1,2,2 people,,,,,,,
대전,피플인사이드,셜록홈즈 대전 신세계백화점,?,3.1,3,1,1,2 people,,,,,,,
대전,편지,마스터키 은행점,감성,3.4,2,1,1,2 people,,,,,,,
대전,낭랑카페,룸즈에이 대전은행점,감성,3.4,2,2,1,2 people,3 people,,,,,,
대전,귀가,브레인 게임존 궁동점,스릴러,2.4,4,1,1,2 people,3 people,4 people,,,,,
대전,집착,큐브 이스케이프 대전둔산점,스릴러,2.8,3,1,1,2 people,,,,,,,
대전,섹시 라푼젤,더큐이스케이프 대전점,19금,2.8,2,2,2,2 people,,,,,,,
대전,REC,마스터키 은행점,공포,2.9,3,1,1,2 people,3 people,,,,,,
대전,타이타닉,큐브 이스케이프 대전둔산점,역사,2.6,3,1,1,2 people,3 people,,,,,,
대전,전기톱 살인사건,방탈출 추리존,스릴러,2.1,4,1,2,2 people,3 people,4 people,,,,,
대전,고스트 프로토콜,룸즈에이 대전둔산점,잠입,2.8,3,1,1,2 people,3 people,,,,,,
대전,기억술사,룸즈에이 대전은행점,판타지,3,3,2,1,2 people,3 people,,,,,,
대전,무한의 던전,셜록홈즈 대전 신세계백화점,?,3.7,2,1,1,2 people,3 people,,,,,,
대전,셜록홈즈의 성배탐색,더큐이스케이프 대전점,추리,3.1,4,1,3,2 people,3 people,4 people,,,,,
대전,와일드웨스트(갱모드),브레인 게임존 궁동점,잠입,2.7,2,2,2,2 people,,,,,,,
대전,지옥의 배달부,디코드 대전점,코미디,3,3,2,2,2 people,,,,,,,
대전,해리포터 : 미로의 방,이스케이프탑 대전점,판타지,2.3,3,1,1,2 people,,,,,,,
